id,store_name,address,hotline,hours,utilities,picture_url,detail_url,tinh_thanh
635,Highlands Coffee Bà Triệu Thanh Hóa,"591 Bà Triệu, Đông Thọ, Thành phố Thanh Hóa, tỉnh Thanh Hóa",0237 7302396,7:00 – 23:00 * 7 ngày/ tuần,Wifi Miễn Phí Thanh toán bằng thẻ,https://www.highlandscoffee.com.vn/vnt_upload/dealer/02_2018/thumbs/2000_crop_Highlands-Coffee-anh1.jpg,https://www.highlandscoffee.com.vn/vn/he-thong-cua-hang/635/x.html,Thanh Hóa
633,Highlands Coffee Phu Bai Airport 2,"Cầu Phú Bài, thị trấn Hưng Thủy, thành phố Huế, tỉnh Thừa Thiên Huế",(0234) 730 2028,7:00 – 23:00 * 7 ngày/ tuần,Wifi Miễn Phí Thanh toán bằng thẻ,https://www.highlandscoffee.com.vn/vnt_upload/dealer/02_2018/thumbs/2000_crop_Highlands-Coffee-anh1.jpg,https://www.highlandscoffee.com.vn/vn/he-thong-cua-hang/633/x.html,Thừa Thiên - Huế
634,Highlands Coffee Nguyễn Lam Hà Nội,"41 Nguyễn Lâm, Phúc Đồng, Long Biên, Hà Nội",024 56780036,7:00 – 23:00 * 7 ngày/ tuần,Wifi Miễn Phí Thanh toán bằng thẻ,https://www.highlandscoffee.com.vn/vnt_upload/dealer/02_2018/thumbs/2000_crop_Highlands-Coffee-anh1.jpg,https://www.highlandscoffee.com.vn/vn/he-thong-cua-hang/634/x.html,Hà Nội
636,Highlands Coffee Cương Ngô Thanh Trì Hà Nội,"Thửa đất số 40, tờ bản đồ số 10, thôn Cương Ngô, xã Tứ Hiệp, huyện Thanh Trì, thành phố Hà Nội",0245 6780102,7:00 – 23:00 * 7 ngày/ tuần,Wifi Miễn Phí Thanh toán bằng thẻ,https://www.highlandscoffee.com.vn/vnt_upload/dealer/02_2018/thumbs/2000_crop_Highlands-Coffee-anh1.jpg,https://www.highlandscoffee.com.vn/vn/he-thong-cua-hang/636/x.html,Hà Nội
637,Highlands Coffee Bãi biển Sầm Sơn Thanh Hóa,"Bắc Kỳ, Trung Sơn, Sầm Sơn, Thanh Hóa (PWV4+R8W Sầm Sơn, Thanh Hoa, Vietnam )",0237 7300839,7:00 – 23:00 * 7 ngày/ tuần,Wifi Miễn Phí Thanh toán bằng thẻ,https://www.highlandscoffee.com.vn/vnt_upload/dealer/02_2018/thumbs/2000_crop_Highlands-Coffee-anh1.jpg,https://www.highlandscoffee.com.vn/vn/he-thong-cua-hang/637/x.html,Thanh Hóa
638,Highlands Coffee Ben Van Don HCM,"183 Bến Vân Đồn, Phường 6, Quận 4, HCM",028 7108 8183,7:00 – 23:00 * 7 ngày/ tuần,Wifi Miễn Phí Thanh toán bằng thẻ,https://www.highlandscoffee.com.vn/vnt_upload/dealer/02_2018/thumbs/2000_crop_Highlands-Coffee-anh1.jpg,https://www.highlandscoffee.com.vn/vn/he-thong-cua-hang/638/x.html,Hồ Chí Minh
639,Highlands Coffee 366 Le Van Quoi HCM,"366 Lê Văn Quới, Bình Hưng Hòa A, Quận Bình Tân, Thành phố Hồ Chí Minh",(028) 7100 0366,7:00 – 23:00 * 7 ngày/ tuần,Wifi Miễn Phí Thanh toán bằng thẻ,https://www.highlandscoffee.com.vn/vnt_upload/dealer/02_2018/thumbs/2000_crop_Highlands-Coffee-anh1.jpg,https://www.highlandscoffee.com.vn/vn/he-thong-cua-hang/639/x.html,Hồ Chí Minh
640,Highlands Coffee Hung Vuong Long Khanh DNI,"239 Hùng Vương, Phường Xuân Hòa, Tp. Long Khánh, Đồng Nai",02517301418,7:00 – 22:00 * 7 ngày/ tuần,Wifi Miễn Phí Thanh toán bằng thẻ,https://www.highlandscoffee.com.vn/vnt_upload/dealer/02_2018/thumbs/2000_crop_Highlands-Coffee-anh1.jpg,https://www.highlandscoffee.com.vn/vn/he-thong-cua-hang/640/x.html,Đồng Nai
641,Highlands Coffee Tran Hung Dao Ca Mau,"Khu A, TT Mua sắm Hoàng Gia, Trần Hưng Đạo, Phường 5, TP. Cà Mau",0290 730 1419,7:00 – 22:00 * 7 ngày/ tuần,Wifi Miễn Phí Thanh toán bằng thẻ,https://www.highlandscoffee.com.vn/vnt_upload/dealer/02_2018/thumbs/2000_crop_Highlands-Coffee-anh1.jpg,https://www.highlandscoffee.com.vn/vn/he-thong-cua-hang/641/x.html,Cà Mau
643,Highlands Coffee Tet Mau Than My Tho,"106/5A Tết Mậu Thân, phường 4, Mỹ Tho, Tiền Giang",0273 730 1315,7:00 – 23:00 * 7 ngày/ tuần,Wifi Miễn Phí Thanh toán bằng thẻ,https://www.highlandscoffee.com.vn/vnt_upload/dealer/02_2018/thumbs/2000_crop_Highlands-Coffee-anh1.jpg,https://www.highlandscoffee.com.vn/vn/he-thong-cua-hang/643/x.html,Tiền Giang
642,Highlands Coffee 173 Tran Phu Rach Gia,"173 Trần Phú, Phường Vĩnh Thanh, Tp. Rạch Giá, Kiên Giang",0297 730 1318,7:00 – 23:00 * 7 ngày/ tuần,Wifi Miễn Phí Thanh toán bằng thẻ,https://www.highlandscoffee.com.vn/vnt_upload/dealer/02_2018/thumbs/2000_crop_Highlands-Coffee-anh1.jpg,https://www.highlandscoffee.com.vn/vn/he-thong-cua-hang/642/x.html,Kiên Giang
644,Highlands Coffee Lien Khuong Airport,"Quốc Lộ 20, Liên Nghĩa, Đức Trọng, Lâm Đồng",0263 730 1315,7:00 – 23:00 * 7 ngày/ tuần,Wifi Miễn Phí Thanh toán bằng thẻ,https://www.highlandscoffee.com.vn/vnt_upload/dealer/02_2018/thumbs/2000_crop_Highlands-Coffee-anh1.jpg,https://www.highlandscoffee.com.vn/vn/he-thong-cua-hang/644/x.html,Lâm Đồng
645,Highlands Coffee 27 Dai Lo Binh Duong,"27/2 Đại Lộ Bình Dương, Thuận Giao, Thuận An, Bình Dương",0274 730 1317,7:00 – 23:00 * 7 ngày/ tuần,Wifi Miễn Phí Thanh toán bằng thẻ,https://www.highlandscoffee.com.vn/vnt_upload/dealer/02_2018/thumbs/2000_crop_Highlands-Coffee-anh1.jpg,https://www.highlandscoffee.com.vn/vn/he-thong-cua-hang/645/x.html,Bình Dương
646,Highlands Coffee GS1 DONG HOA DI AN,"86 Đường GS1, Đông Hòa, Dĩ An, Bình Dương",0274 730 1417,7:00 – 23:00 * 7 ngày/ tuần,Wifi Miễn Phí Thanh toán bằng thẻ,https://www.highlandscoffee.com.vn/vnt_upload/dealer/02_2018/thumbs/2000_crop_Highlands-Coffee-anh1.jpg,https://www.highlandscoffee.com.vn/vn/he-thong-cua-hang/646/x.html,Bình Dương
647,Highlands Coffee Chung Cu Bo Cong An,"Chung Cư Bộ Công An, 83 Đường số 3, An Khánh, Thủ Đức, Tp.HCM",028 7108 0083,7:00 – 23:00 * 7 ngày/ tuần,Wifi Miễn Phí Thanh toán bằng thẻ,https://www.highlandscoffee.com.vn/vnt_upload/dealer/02_2018/thumbs/2000_crop_Highlands-Coffee-anh1.jpg,https://www.highlandscoffee.com.vn/vn/he-thong-cua-hang/647/x.html,Hồ Chí Minh
648,Highlands Coffee Vincom Long Biên Hà Nội,"Lô K21-K24, Vincom Plaza Long Biên, KĐT Vinhomes Riverside, p Phúc Lợi, q. Long Biên, Hà Nội",0245 6780105,7:00 – 23:00 * 7 ngày/ tuần,Wifi Miễn Phí Thanh toán bằng thẻ,https://www.highlandscoffee.com.vn/vnt_upload/dealer/02_2018/thumbs/2000_crop_Highlands-Coffee-anh1.jpg,https://www.highlandscoffee.com.vn/vn/he-thong-cua-hang/648/x.html,Hà Nội
650,Highlands Coffee Vinaconex 3 Hà Nội,"Tầng 1 tòa 17T1 - CT2, Vinaconex 3, Trung Văn, Nam Từ Liêm, Hà Nội",0245 6780103,7:00 – 23:00 * 7 ngày/ tuần,Wifi Miễn Phí Thanh toán bằng thẻ,https://www.highlandscoffee.com.vn/vnt_upload/dealer/02_2018/thumbs/2000_crop_Highlands-Coffee-anh1.jpg,https://www.highlandscoffee.com.vn/vn/he-thong-cua-hang/650/x.html,Hà Nội
649,Highlands Coffee Ngã 5 Cát Bi Hải Phòng,"Thửa số 3, Lô 22B Khu đô thị mới Ngã 5 Sân Bay Cát Bi P. Đông Khê Q. Ngô Quyền, TP Hải Phòng",0225 7300923,7:00 – 23:00 * 7 ngày/ tuần,Wifi Miễn Phí Thanh toán bằng thẻ,https://www.highlandscoffee.com.vn/vnt_upload/dealer/02_2018/thumbs/2000_crop_Highlands-Coffee-anh1.jpg,https://www.highlandscoffee.com.vn/vn/he-thong-cua-hang/649/x.html,Hải Phòng
651,Highlands Coffee An Dương Vương Hà Nội,"Tổ 45 Cụm 7 48 An Dương Vương, p Phú Thượng Q. Tây Hồ Hà Nội",0245 6780104,7:00 – 23:00 * 7 ngày/ tuần,Wifi Miễn Phí Thanh toán bằng thẻ,https://www.highlandscoffee.com.vn/vnt_upload/dealer/02_2018/thumbs/2000_crop_Highlands-Coffee-anh1.jpg,https://www.highlandscoffee.com.vn/vn/he-thong-cua-hang/651/x.html,Hà Nội
652,Highlands Coffee Điện Biên Phủ - Bà Rịa Vũng Tàu,"235 Điện Biên Phủ, P. Phước Nguyên, TX. Bà Rịa, Tỉnh Bà Rịa Vũng Tàu",(0254) 730 1315,7:00 – 23:00 * 7 ngày/ tuần,Wifi Miễn Phí Thanh toán bằng thẻ,https://www.highlandscoffee.com.vn/vnt_upload/dealer/02_2018/thumbs/2000_crop_Highlands-Coffee-anh1.jpg,https://www.highlandscoffee.com.vn/vn/he-thong-cua-hang/652/x.html,Bà Rịa - Vũng Tàu
653,Highlands Coffee Nguyễn Huệ - Vĩnh Long,"82A Nguyễn Huệ, Phường 2, TP. Vĩnh Long, Tỉnh Vĩnh Long",(0270) 730 1315,7:00 – 23:00 * 7 ngày/ tuần,Wifi Miễn Phí Thanh toán bằng thẻ,https://www.highlandscoffee.com.vn/vnt_upload/dealer/02_2018/thumbs/2000_crop_Highlands-Coffee-anh1.jpg,https://www.highlandscoffee.com.vn/vn/he-thong-cua-hang/653/x.html,Vĩnh Long
655,Highlands Coffee 111 Hoa Lu Quy Nhon,"111-111A đường Hoa Lư, phường Đống Đa, thành phố Quy Nhơn, tỉnh Bình Định",0256 730 1315,7:00 – 23:00 * 7 ngày/ tuần,Wifi Miễn Phí Thanh toán bằng thẻ,https://www.highlandscoffee.com.vn/vnt_upload/dealer/02_2018/thumbs/2000_crop_Highlands-Coffee-anh1.jpg,https://www.highlandscoffee.com.vn/vn/he-thong-cua-hang/655/x.html,Bình Định
654,Highlands Coffee Nguyễn Trung Trực - Phú Quốc,"122 Nguyễn Trung Trực, TT. Dương Đông, TP. Phú Quốc, Tỉnh Kiên Giang",(0297) 730 1315,7:00 – 23:00 * 7 ngày/ tuần,Wifi Miễn Phí Thanh toán bằng thẻ,https://www.highlandscoffee.com.vn/vnt_upload/dealer/02_2018/thumbs/2000_crop_Highlands-Coffee-anh1.jpg,https://www.highlandscoffee.com.vn/vn/he-thong-cua-hang/654/x.html,Kiên Giang
656,Highlands Coffee Apec Mandala Hải Dương,Tầng 1 Toà Apec Mandala Hải Dương Lê Thanh Nghị P. Hải Tân TP. Hải Dương,0220 7300368,7:00 – 23:00 * 7 ngày/ tuần,Wifi Miễn Phí Thanh toán bằng thẻ,https://www.highlandscoffee.com.vn/vnt_upload/dealer/02_2018/thumbs/2000_crop_Highlands-Coffee-anh1.jpg,https://www.highlandscoffee.com.vn/vn/he-thong-cua-hang/656/x.html,Hải Dương
657,Highlands Coffee Lê Hoàn Hà Nam,"Lê Hoàn, Phường Minh Khai, Thành phố Phủ Lý, Hà Nam",0226 7309361,7:00 – 23:00 * 7 ngày/ tuần,Wifi Miễn Phí Thanh toán bằng thẻ,https://www.highlandscoffee.com.vn/vnt_upload/dealer/02_2018/thumbs/2000_crop_Highlands-Coffee-anh1.jpg,https://www.highlandscoffee.com.vn/vn/he-thong-cua-hang/657/x.html,Hà Nam
658,Highlands Coffee SH16-130 Vinhomes Ocean Park HN,SH16-130 Vinhomes Ocean Park xã Đa Tôn H. Gia Lâm Hà Nội,024 56780045,7:00 – 23:00 * 7 ngày/ tuần,Wifi Miễn Phí Thanh toán bằng thẻ,https://www.highlandscoffee.com.vn/vnt_upload/dealer/02_2018/thumbs/2000_crop_Highlands-Coffee-anh1.jpg,https://www.highlandscoffee.com.vn/vn/he-thong-cua-hang/658/x.html,Hà Nội
659,Highlands Coffee 50 Chu Huy Mân Long Biên,"26 Nhà N01B, 50 Đường Chu Huy Mân, P.Phúc Đồng, Q.Long Biên, Hà Nội",024 56780046,7:00 – 23:00 * 7 ngày/ tuần,Wifi Miễn Phí Thanh toán bằng thẻ,https://www.highlandscoffee.com.vn/vnt_upload/dealer/02_2018/thumbs/2000_crop_Highlands-Coffee-anh1.jpg,https://www.highlandscoffee.com.vn/vn/he-thong-cua-hang/659/x.html,Hà Nội
660,Highlands Coffee Bai Sao Phu Quoc,"Bãi Sao Phú Quốc, Ấp 4, An Thới, TP. Phú Quốc, Tỉnh Kiên Giang",0297 730 1419,7:00 – 19:00 * 7 ngày/ tuần,Wifi Miễn Phí Thanh toán bằng thẻ,https://www.highlandscoffee.com.vn/vnt_upload/dealer/02_2018/thumbs/2000_crop_Highlands-Coffee-anh1.jpg,https://www.highlandscoffee.com.vn/vn/he-thong-cua-hang/660/x.html,Kiên Giang
662,Highlands Coffee Nguyễn Văn Tăng - Thủ Đức,"327 Nguyễn Văn Tăng, Phường Long Thạnh Mỹ, TP. Thủ Đức, TP.HCM",028 7100 0327,7:00 – 23:00 * 7 ngày/ tuần,Wifi Miễn Phí Thanh toán bằng thẻ,https://www.highlandscoffee.com.vn/vnt_upload/dealer/02_2018/thumbs/2000_crop_Highlands-Coffee-anh1.jpg,https://www.highlandscoffee.com.vn/vn/he-thong-cua-hang/662/x.html,Hồ Chí Minh
661,Highlands Coffee TSN Airport-K4,"ID306-A, Khu Lầu 3, Sảnh Quốc Tế Đi, TSN International Airport - 45 Trường Sơn, Phường 2, Quận Tân Bình, TP. HCM",(028) 7100 0306,00:00 – 24:00 * 7 ngày/ tuần,Wifi Miễn Phí Thanh toán bằng thẻ,https://www.highlandscoffee.com.vn/vnt_upload/dealer/02_2018/thumbs/2000_crop_Highlands-Coffee-anh1.jpg,https://www.highlandscoffee.com.vn/vn/he-thong-cua-hang/661/x.html,Hồ Chí Minh
664,Highlands Coffee 343 Ben Binh Dong D8,"343 Bến Bình Đông, P. 13, Quận 8, Tp. Hồ Chí Minh",028 7100 0343,7:00 – 23:00 * 7 ngày/ tuần,Wifi Miễn Phí Thanh toán bằng thẻ,https://www.highlandscoffee.com.vn/vnt_upload/dealer/02_2018/thumbs/2000_crop_Highlands-Coffee-anh1.jpg,https://www.highlandscoffee.com.vn/vn/he-thong-cua-hang/664/x.html,Hồ Chí Minh
663,Highlands Coffee Lê Thị Hà - Hóc Môn,"1/71A Lê Thị Hà, Xã Tân Xuân, Huyện Hóc Môn, Tp. Hồ Chí Minh",028 7108 0171,7:00 – 23:00 * 7 ngày/ tuần,Wifi Miễn Phí Thanh toán bằng thẻ,https://www.highlandscoffee.com.vn/vnt_upload/dealer/02_2018/thumbs/2000_crop_Highlands-Coffee-anh1.jpg,https://www.highlandscoffee.com.vn/vn/he-thong-cua-hang/663/x.html,Hồ Chí Minh
667,Highlands Coffee Thach Han Hue,"59 Thạch Hãn, P. Thuận Hòa, TP.Huế, Tỉnh TT-Huế",0234 730 2324,7:00 – 23:00 * 7 ngày/ tuần,Wifi Miễn Phí Thanh toán bằng thẻ,https://www.highlandscoffee.com.vn/vnt_upload/dealer/02_2018/thumbs/2000_crop_Highlands-Coffee-anh1.jpg,https://www.highlandscoffee.com.vn/vn/he-thong-cua-hang/667/x.html,Thừa Thiên - Huế
666,Highlands Coffee 284 Hoa Binh Tan Phu,"284 Hòa Bình, P. Hiệp Tân, Q. Tân Phú, TP.HCM",028 7100 0284,7:00 – 23:00 * 7 ngày/ tuần,Wifi Miễn Phí Thanh toán bằng thẻ,https://www.highlandscoffee.com.vn/vnt_upload/dealer/02_2018/thumbs/2000_crop_Highlands-Coffee-anh1.jpg,https://www.highlandscoffee.com.vn/vn/he-thong-cua-hang/666/x.html,Hòa Bình
668,Highlands Coffee Phương Đông Green Park Hà Nội,"SH-1B Phương Đông Greenpark, Số 1 Trần Thủ Độ, phường Hoàng Liệt, q. Hoàng Mai, Hà Nội",024 56780065,7:00 – 23:00 * 7 ngày/ tuần,Wifi Miễn Phí Thanh toán bằng thẻ,https://www.highlandscoffee.com.vn/vnt_upload/dealer/02_2018/thumbs/2000_crop_Highlands-Coffee-anh1.jpg,https://www.highlandscoffee.com.vn/vn/he-thong-cua-hang/668/x.html,Hà Nội
665,Highlands Coffee Chu Lai Airport,"2-M1, Tang 2 Nha ga, Khu cach ly, Cang Hang Khong Chu lai, Tam Nghia, Nui Thanh, Quang Nam",0235 730 2324,7:00 – 23:00 * 7 ngày/ tuần,Wifi Miễn Phí Thanh toán bằng thẻ,https://www.highlandscoffee.com.vn/vnt_upload/dealer/02_2018/thumbs/2000_crop_Highlands-Coffee-anh1.jpg,https://www.highlandscoffee.com.vn/vn/he-thong-cua-hang/665/x.html,Quảng Nam
669,Highlands Coffee Trần Hưng Đạo Nam Định,"539 Trần Hưng Đạo, Lộc Vượng, Thành Phố Nam Định, Tỉnh Nam Định",0228 7306893,7:00 – 23:00 * 7 ngày/ tuần,Wifi Miễn Phí Thanh toán bằng thẻ,https://www.highlandscoffee.com.vn/vnt_upload/dealer/02_2018/thumbs/2000_crop_Highlands-Coffee-anh1.jpg,https://www.highlandscoffee.com.vn/vn/he-thong-cua-hang/669/x.html,Nam Định
672,Highlands Coffee Trần Hưng Đạo Phúc Yên,"190 Trần Hưng Đạo, phường Trưng Trắc, tp Phúc Yên, tỉnh Vĩnh Phúc",0211 7300397,7:00 – 23:00 * 7 ngày/ tuần,Wifi Miễn Phí Thanh toán bằng thẻ,https://www.highlandscoffee.com.vn/vnt_upload/dealer/02_2018/thumbs/2000_crop_Highlands-Coffee-anh1.jpg,https://www.highlandscoffee.com.vn/vn/he-thong-cua-hang/672/x.html,Vĩnh Phúc
671,Highlands Coffee Khu đô thị HUD Sơn Tây,12 Lo KV 16B Hud Sơn Tây Khu Đô Thị Hud Sơn Tây P. Trung Hưng Thị xã Sơn Tây Hà Nội,024 56780097,7:00 – 23:00 * 7 ngày/ tuần,Wifi Miễn Phí Thanh toán bằng thẻ,https://www.highlandscoffee.com.vn/vnt_upload/dealer/02_2018/thumbs/2000_crop_Highlands-Coffee-anh1.jpg,https://www.highlandscoffee.com.vn/vn/he-thong-cua-hang/671/x.html,Hà Nội
670,Highlands Coffee 96 Định Công Hà Nội,"Tòa nhà 96A Định Công, Phương Liệt, Hoàng Mai, Hà Nội",024 56780080,7:00 – 23:00 * 7 ngày/ tuần,Wifi Miễn Phí Thanh toán bằng thẻ,https://www.highlandscoffee.com.vn/vnt_upload/dealer/02_2018/thumbs/2000_crop_Highlands-Coffee-anh1.jpg,https://www.highlandscoffee.com.vn/vn/he-thong-cua-hang/670/x.html,Hà Nội
673,Highlands Coffee Tân Thịnh Hòa Bình,"Tổ 1A, phường Tân Thịnh, Thành phố Hòa Bình, Tỉnh Hòa Bình",0218 7300939,7:00 – 23:00 * 7 ngày/ tuần,Wifi Miễn Phí Thanh toán bằng thẻ,https://www.highlandscoffee.com.vn/vnt_upload/dealer/02_2018/thumbs/2000_crop_Highlands-Coffee-anh1.jpg,https://www.highlandscoffee.com.vn/vn/he-thong-cua-hang/673/x.html,Hòa Bình
674,Highlands Coffee Khách sạn Vissai Ninh Bình,"848 Trần Hưng Đạo, phường Tân Thành, TP Ninh Bình, tỉnh Ninh Bình",0229 7300186,7:00 – 23:00 * 7 ngày/ tuần,Wifi Miễn Phí Thanh toán bằng thẻ,https://www.highlandscoffee.com.vn/vnt_upload/dealer/02_2018/thumbs/2000_crop_Highlands-Coffee-anh1.jpg,https://www.highlandscoffee.com.vn/vn/he-thong-cua-hang/674/x.html,Ninh Bình
675,Highlands Coffee Capital Place Hà Nội,"Kiosk CP.B1.Kiosk 07-08, Hầm B1, 29 Liễu Giai, Ba Đình, Hà Nội",024 56780096,7:00 – 23:00 * 7 ngày/ tuần,Wifi Miễn Phí Thanh toán bằng thẻ,https://www.highlandscoffee.com.vn/vnt_upload/dealer/02_2018/thumbs/2000_crop_Highlands-Coffee-anh1.jpg,https://www.highlandscoffee.com.vn/vn/he-thong-cua-hang/675/x.html,Hà Nội
676,Highlands Coffee Nguyễn Thị Minh Khai - Long Khánh,"1 Nguyễn thị Minh Khai, Xuân An, Long Khánh, Đồng Nai",0251 730 2425,7:00 – 23:00 * 7 ngày/ tuần,Wifi Miễn Phí Thanh toán bằng thẻ,https://www.highlandscoffee.com.vn/vnt_upload/dealer/02_2018/thumbs/2000_crop_Highlands-Coffee-anh1.jpg,https://www.highlandscoffee.com.vn/vn/he-thong-cua-hang/676/x.html,Đồng Nai
678,Highlands Coffee Nguyễn Tất Thành - Buôn Ma Thuột,"59-61-63 Nguyễn Tất Thành, Tân An, Buôn Ma Thuột, Đắk Lắk",0262 730 2425,7:00 – 23:00 * 7 ngày/ tuần,Wifi Miễn Phí Thanh toán bằng thẻ,https://www.highlandscoffee.com.vn/vnt_upload/dealer/02_2018/thumbs/2000_crop_Highlands-Coffee-anh1.jpg,https://www.highlandscoffee.com.vn/vn/he-thong-cua-hang/678/x.html,Đắk Lắk
679,Highlands Coffee Hung Vuong Quang Ngai,"02 Hùng Vương, Phường Nguyễn Nghiêm, TP.Quảng Ngãi, Tỉnh Quảng Ngãi",0255 730 2425,7:00 – 23:00 * 7 ngày/ tuần,Wifi Miễn Phí Thanh toán bằng thẻ,https://www.highlandscoffee.com.vn/vnt_upload/dealer/02_2018/thumbs/2000_crop_Highlands-Coffee-anh1.jpg,https://www.highlandscoffee.com.vn/vn/he-thong-cua-hang/679/x.html,Quảng Ngãi
680,Highlands Coffee Vạn Phúc City Thủ Đức,"54 Đường số 2, KĐT Vạ Phúc City 1, Phường Hiệp Bình Phước, TP. Thủ Đức, TP. HCM",028 7100 0054,7:00 – 23:00 * 7 ngày/ tuần,Wifi Miễn Phí Thanh toán bằng thẻ,https://www.highlandscoffee.com.vn/vnt_upload/dealer/02_2018/thumbs/2000_crop_Highlands-Coffee-anh1.jpg,https://www.highlandscoffee.com.vn/vn/he-thong-cua-hang/680/x.html,Bình Phước
677,Highlands Coffee 30 Tháng 4 - Vũng Tàu,"23D4 Đường 30.4, Phường 9, TP. Vũng Tàu, Tỉnh Bà Rịa - Vũng Tàu",0254 730 2425,7:00 – 23:00 * 7 ngày/ tuần,Wifi Miễn Phí Thanh toán bằng thẻ,https://www.highlandscoffee.com.vn/vnt_upload/dealer/02_2018/thumbs/2000_crop_Highlands-Coffee-anh1.jpg,https://www.highlandscoffee.com.vn/vn/he-thong-cua-hang/677/x.html,Bà Rịa - Vũng Tàu
681,Highlands Coffee Tan Son Nhat International Airport (Ga Quốc Tế),"IAG06B-1, Khu Sảnh Quốc Tế đến (cánh trái), Sân bay Quốc Tế Tân Sơn Nhất - 45 Trường Sơn, Phường 2, Tân Bình, TP.HCM",028 7102 0006,24 * 7 ngày/ tuần,Wifi Miễn Phí Thanh toán bằng thẻ,https://www.highlandscoffee.com.vn/vnt_upload/dealer/02_2018/thumbs/2000_crop_Highlands-Coffee-anh1.jpg,https://www.highlandscoffee.com.vn/vn/he-thong-cua-hang/681/x.html,Hồ Chí Minh
682,Highlands Coffee VinWonders Nha Trang,"Vinwonders Nha Trang, Hòn Tre, TP. Nha Trang, Khánh Hòa",0258 730 2425,8:00 – 20:00 * 7 ngày/ tuần,Wifi Miễn Phí Thanh toán bằng thẻ,https://www.highlandscoffee.com.vn/vnt_upload/dealer/02_2018/thumbs/2000_crop_Highlands-Coffee-anh1.jpg,https://www.highlandscoffee.com.vn/vn/he-thong-cua-hang/682/x.html,Khánh Hòa
683,Highlands Coffee No.1 Bình Chánh,"Số 73 Đường số 1, Bình Hưng, Huyện Bình Chánh, TP. Hồ Chí Minh",028 7100 0073,7:00 – 22:00 * 7 ngày/ tuần,Wifi Miễn Phí Thanh toán bằng thẻ,https://www.highlandscoffee.com.vn/vnt_upload/dealer/02_2018/thumbs/2000_crop_Highlands-Coffee-anh1.jpg,https://www.highlandscoffee.com.vn/vn/he-thong-cua-hang/683/x.html,Hồ Chí Minh
684,"Highlands Coffee Hùng Vương, Đồng Xoài","37 - 39 Đường Hùng Vương, Tp. Đồng Xoài, Tỉnh Bình Phước",0271 730 2425,7:00 – 22:00 * 7 ngày/ tuần,Wifi Miễn Phí Thanh toán bằng thẻ,https://www.highlandscoffee.com.vn/vnt_upload/dealer/02_2018/thumbs/2000_crop_Highlands-Coffee-anh1.jpg,https://www.highlandscoffee.com.vn/vn/he-thong-cua-hang/684/x.html,Bình Phước
685,Highlands Coffee 29 Thang 3 Da Nang,"170, Đường 29 Tháng 3, P. Hòa Xuân, P. Cẩm Lệ, TP Đà Nẵng",0236 730 2324,7:00 – 23:00 * 7 ngày/ tuần,Wifi Miễn Phí Thanh toán bằng thẻ,https://www.highlandscoffee.com.vn/vnt_upload/dealer/02_2018/thumbs/2000_crop_Highlands-Coffee-anh1.jpg,https://www.highlandscoffee.com.vn/vn/he-thong-cua-hang/685/x.html,Đà Nẵng
686,Highlands Coffee Nguyen Anh Thu D12-2,"699 Nguyễn Ảnh Thủ, Hiệp Thành, Quận 12, Tp. Hồ Chí Minh",028 7100 0699,7:00 – 23:00 * 7 ngày/ tuần,Wifi Miễn Phí Thanh toán bằng thẻ,https://www.highlandscoffee.com.vn/vnt_upload/dealer/02_2018/thumbs/2000_crop_Highlands-Coffee-anh1.jpg,https://www.highlandscoffee.com.vn/vn/he-thong-cua-hang/686/x.html,Hồ Chí Minh
687,Highlands Coffee To Ky 2 D12,"B55 Tô Ký, Đông Hưng Thuận, Quận 12, Tp. Hồ Chí Minh",028 7108 0055,7:00 – 23:00 * 7 ngày/ tuần,Wifi Miễn Phí Thanh toán bằng thẻ,https://www.highlandscoffee.com.vn/vnt_upload/dealer/02_2018/thumbs/2000_crop_Highlands-Coffee-anh1.jpg,https://www.highlandscoffee.com.vn/vn/he-thong-cua-hang/687/x.html,Hồ Chí Minh
689,Highlands Coffee 252 Quốc Lộ 55 - Xuyên Mộc,"252 Quốc lộ 55, Phước Bửu, Xuyên Mộc,Bà Rịa - Vũng Tàu",0254 730 2728,7:00 – 22:00 * 7 ngày/ tuần,Wifi Miễn Phí Thanh toán bằng thẻ,https://www.highlandscoffee.com.vn/vnt_upload/dealer/02_2018/thumbs/2000_crop_Highlands-Coffee-anh1.jpg,https://www.highlandscoffee.com.vn/vn/he-thong-cua-hang/689/x.html,Bà Rịa - Vũng Tàu
690,Highlands Coffee Sari Town Sala,"Shophouse 04-06 Saritown, Đường số 5, KĐT Sala, Phường An Lợi Đông, Tp. Thủ Đức, Tp. Hồ Chí Minh",028 7100 0246,7:00 – 23:00 * 7 ngày/ tuần,Wifi Miễn Phí Thanh toán bằng thẻ,https://www.highlandscoffee.com.vn/vnt_upload/dealer/02_2018/thumbs/2000_crop_Highlands-Coffee-anh1.jpg,https://www.highlandscoffee.com.vn/vn/he-thong-cua-hang/690/x.html,Hồ Chí Minh
